letter,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.7930036783218384,0.662696123123169,-3.490394817617926e-07,0.7409800291061401,0.635823130607605,-0.0150419455021619,0.6924379467964172,0.5964199304580688,-0.0221718996763229,0.6555219888687134,0.563058614730835,-0.0310970433056354,0.6268545389175415,0.5436411499977112,-0.0375495851039886,0.7325272560119629,0.5430876016616821,0.0063939820975065,0.7273073196411133,0.5068218111991882,-0.015156926587224,0.7346659898757935,0.5448118448257446,-0.0318258926272392,0.7425652146339417,0.5826091766357422,-0.0395935177803039,0.7634168863296509,0.5410256385803223,0.0050560347735881,0.7598702311515808,0.50413578748703,-0.0207235403358936,0.7645553350448608,0.5518783330917358,-0.0330928675830364,0.7683019638061523,0.592638373374939,-0.0355376787483692,0.7912658452987671,0.5437237024307251,-0.0004633075732272,0.7881680727005005,0.5107441544532776,-0.0249146670103073,0.7887147665023804,0.5551161170005798,-0.0248444210737943,0.7897418141365051,0.5932196974754333,-0.0175265036523342,0.8170148134231567,0.550344705581665,-0.0072223260067403,0.8129215836524963,0.5206083655357361,-0.020822200924158,0.8105255961418152,0.5519370436668396,-0.0160689055919647,0.8110228776931763,0.5806965231895447,-0.0084813954308629
A,0.7937819361686707,0.663399875164032,-3.504537176013401e-07,0.7406487464904785,0.6367080211639404,-0.0147339981049299,0.6915549635887146,0.5965713858604431,-0.021481929346919,0.6547720432281494,0.5623515248298645,-0.0301330611109733,0.6261401176452637,0.5429001450538635,-0.0363129079341888,0.7321081161499023,0.5434014201164246,0.0072296182624995,0.7273615002632141,0.5067764520645142,-0.0142895681783556,0.7349687218666077,0.5453253388404846,-0.0310352630913257,0.7429597973823547,0.5833547711372375,-0.0388329848647117,0.7632374167442322,0.5412642359733582,0.0058143176138401,0.7599008679389954,0.5034517645835876,-0.0200255624949932,0.7645917534828186,0.5519100427627563,-0.0324529558420181,0.7684927582740784,0.5928675532341003,-0.0348569154739379,0.7912545800209045,0.5440579056739807,0.0002182693424401,0.7883067727088928,0.5100954174995422,-0.0243328418582677,0.7886653542518616,0.5549103617668152,-0.0242505613714456,0.7896478176116943,0.5932169556617737,-0.0168238952755928,0.8169528245925903,0.5507327318191528,-0.0065907659009099,0.8132369518280029,0.5200666785240173,-0.0201043151319026,0.8104881644248962,0.5515621900558472,-0.0152031769976019,0.8107276558876038,0.5804277658462524,-0.0074992757290601
A,0.7933679819107056,0.664837121963501,-3.520231928177964e-07,0.741158664226532,0.6364020109176636,-0.0147444130852818,0.692416250705719,0.5961190462112427,-0.0216664262115955,0.6553266048431396,0.5624502301216125,-0.030430220067501,0.6267571449279785,0.5430257320404053,-0.0367203131318092,0.732388436794281,0.5426355600357056,0.0067925471812486,0.7274038791656494,0.5063143968582153,-0.0146592799574136,0.7349056005477905,0.5447370409965515,-0.0312091037631034,0.742845356464386,0.5826598405838013,-0.0389226973056793,0.7633746266365051,0.5406610369682312,0.0053970790468156,0.7598721981048584,0.5034089088439941,-0.0202478319406509,0.7647010087966919,0.5513902902603149,-0.0325679294764995,0.7685683965682983,0.5920972228050232,-0.0350176133215427,0.791337788105011,0.5435444116592407,-0.0001523151004221,0.7882205247879028,0.5103464126586914,-0.0245331935584545,0.788688063621521,0.5549787282943726,-0.0243694987148046,0.7895870804786682,0.5931195020675659,-0.0170011520385742,0.817175030708313,0.5503371953964233,-0.006901565939188,0.8129586577415466,0.5202054381370544,-0.0202870462089777,0.8104421496391296,0.5517421364784241,-0.0153329716995358,0.8108264803886414,0.5804063081741333,-0.0076415836811065
A,0.7937911152839661,0.6627728939056396,-3.458460469119018e-07,0.7418429851531982,0.6354774236679077,-0.0154708446934819,0.6926040053367615,0.5959249138832092,-0.0228405464440584,0.6552948355674744,0.5617685317993164,-0.0318861752748489,0.6269655227661133,0.5410139560699463,-0.038330141454935,0.7322819828987122,0.5418449640274048,0.005867501720786,0.7280179858207703,0.5060713291168213,-0.0156427193433046,0.7355867624282837,0.5445712208747864,-0.0322246327996254,0.7433981895446777,0.5823199152946472,-0.040035244077444,0.7632707953453064,0.540040910243988,0.0047464040108025,0.7602077126502991,0.5030703544616699,-0.0207161270081996,0.7648913860321045,0.5507774949073792,-0.0328381545841693,0.7685913443565369,0.591242790222168,-0.0353714227676391,0.7911931276321411,0.5429136753082275,-0.000574781326577,0.7884103059768677,0.5090645551681519,-0.0248982980847358,0.7888606190681458,0.5539161562919617,-0.0243369303643703,0.7897555232048035,0.5923839211463928,-0.0168587900698184,0.817068338394165,0.5497234463691711,-0.0072035528719425,0.8131470680236816,0.518807590007782,-0.0207943618297576,0.8103463649749756,0.5509913563728333,-0.0157419610768556,0.8102328777313232,0.5806188583374023,-0.0080458484590053
A,0.7933446764945984,0.6602022051811218,-3.463000552983431e-07,0.7412958741188049,0.6335076689720154,-0.0152176823467016,0.6923538446426392,0.594353199005127,-0.022295493632555,0.6547529697418213,0.5610072016716003,-0.0311483740806579,0.6261435747146606,0.5411842465400696,-0.037527896463871,0.7330397367477417,0.5421178936958313,0.0064088678918778,0.728140115737915,0.5054806470870972,-0.0150124840438365,0.7353554964065552,0.5432842969894409,-0.0315994396805763,0.743037223815918,0.5807397365570068,-0.0394805036485195,0.7638779282569885,0.5399423241615295,0.00521050253883,0.7602779269218445,0.5027149319648743,-0.020492997020483,0.7648773789405823,0.550254225730896,-0.0329110994935035,0.7684156894683838,0.5906702280044556,-0.0356301665306091,0.7916796207427979,0.5424088835716248,-0.0001654774096095,0.7884398102760315,0.5080258250236511,-0.0248251445591449,0.7889479994773865,0.5527768731117249,-0.0246292445808649,0.78972989320755,0.5911780595779419,-0.0173401664942502,0.8173994421958923,0.5487818121910095,-0.0067874356172978,0.8130428791046143,0.5185971260070801,-0.0207761619240045,0.810765266418457,0.5505067110061646,-0.0160888563841581,0.8112730383872986,0.5795573592185974,-0.0086235757917165
A,0.7940751314163208,0.6591839790344238,-3.5888160709873773e-07,0.7426660656929016,0.6333127021789551,-0.0158908702433109,0.6934345960617065,0.5936054587364197,-0.0234866775572299,0.6557555198669434,0.5597227811813354,-0.0325930789113044,0.6273530125617981,0.5392782688140869,-0.039161741733551,0.73292076587677,0.5406821966171265,0.0036174561828374,0.7288758158683777,0.5038533210754395,-0.0182359125465154,0.7356885671615601,0.5431017279624939,-0.0343159474432468,0.743154764175415,0.5810284614562988,-0.0416985414922237,0.7639726996421814,0.5390868186950684,0.0026088468730449,0.7608625292778015,0.5012545585632324,-0.0232668798416852,0.7651370763778687,0.5499969124794006,-0.0347799435257911,0.7687717080116272,0.5902169942855835,-0.0367902219295501,0.7916841506958008,0.5416454076766968,-0.0025270129553973,0.7888979911804199,0.5069184303283691,-0.0274319555610418,0.7890892624855042,0.5531906485557556,-0.0263931769877672,0.7898085713386536,0.5915105938911438,-0.0184698961675167,0.8173125386238098,0.5480635762214661,-0.0089328531175851,0.8134046196937561,0.5172723531723022,-0.023002890869975,0.8112055659294128,0.550413966178894,-0.0178207550197839,0.8115056157112122,0.5798166394233704,-0.0099603766575455
A,0.7946678400039673,0.6618973612785339,-3.530137746565743e-07,0.7426548004150391,0.6345444321632385,-0.0160822104662656,0.693255603313446,0.5938398241996765,-0.0234684851020574,0.6554833054542542,0.5597386956214905,-0.0323616676032543,0.626950740814209,0.5393461585044861,-0.0386041551828384,0.7326447367668152,0.5402565598487854,0.0046767946332693,0.7287087440490723,0.5032000541687012,-0.0170492939651012,0.7360122799873352,0.5429069399833679,-0.0332213267683982,0.7437219023704529,0.5809234380722046,-0.0406816229224205,0.7639673352241516,0.538521409034729,0.0038302186876535,0.7611057758331299,0.5009896159172058,-0.0221223849803209,0.765892744064331,0.5501232147216797,-0.0339684560894966,0.7697593569755554,0.5902622938156128,-0.0361021645367145,0.7920331358909607,0.5415787696838379,-0.0012218183837831,0.7894275188446045,0.5069013237953186,-0.0262165758758783,0.7899965047836304,0.5525856018066406,-0.0255277380347251,0.7908529043197632,0.5906748175621033,-0.0177228786051273,0.8178067803382874,0.548366129398346,-0.0075444933027029,0.8142954707145691,0.5165152549743652,-0.021579822525382,0.8120477795600891,0.5489475727081299,-0.0164556000381708,0.8123490214347839,0.5781381130218506,-0.0085553964599967
A,0.7940427660942078,0.660744309425354,-3.544511741893075e-07,0.7419601082801819,0.6334314942359924,-0.0153449000790715,0.6930177807807922,0.5935522317886353,-0.022307526320219,0.6554599404335022,0.5594911575317383,-0.030986588448286,0.6271313428878784,0.5390001535415649,-0.0371184237301349,0.7329555153846741,0.5402469038963318,0.0066355098970234,0.7288580536842346,0.5031961798667908,-0.0148076200857758,0.7357837557792664,0.5422460436820984,-0.0312003288418054,0.7434027194976807,0.579999566078186,-0.0387957692146301,0.7642003297805786,0.538386881351471,0.0056047900579869,0.7614460587501526,0.5011270046234131,-0.0200026016682386,0.7658160328865051,0.5498355627059937,-0.0321278162300586,0.7694118022918701,0.5902783870697021,-0.0344558469951152,0.7922043800354004,0.5411466956138611,0.0003365159791428,0.7895848751068115,0.5073503851890564,-0.0244044233113527,0.7898610830307007,0.552853524684906,-0.0241052135825157,0.7905756831169128,0.591050386428833,-0.0165558885782957,0.8181122541427612,0.5477047562599182,-0.0061478586867451,0.814176082611084,0.517136812210083,-0.0200622323900461,0.8119802474975586,0.5498894453048706,-0.0151035087183117,0.8126482367515564,0.5790317058563232,-0.007300219964236
A,0.7942582368850708,0.6603139638900757,-3.572509115201683e-07,0.741896390914917,0.633558452129364,-0.0151331210508942,0.692997395992279,0.5934209823608398,-0.0221300590783357,0.6555541753768921,0.5593034625053406,-0.0309133399277925,0.6271870732307434,0.5387225151062012,-0.0372122749686241,0.7331085205078125,0.5394785404205322,0.0066048889420926,0.7287642955780029,0.5032150745391846,-0.0149425044655799,0.7358247637748718,0.5420863032341003,-0.0315508246421813,0.7436334490776062,0.5801534652709961,-0.0392885692417621,0.7641286849975586,0.5376768708229065,0.0054005836136639,0.7610368132591248,0.5009323358535767,-0.0201618373394012,0.7654436230659485,0.5493836402893066,-0.0323879308998584,0.769207775592804,0.5899548530578613,-0.0348278395831584,0.7921057939529419,0.5405109524726868,-1.3775028492091224e-05,0.7890793681144714,0.5070366263389587,-0.0244937893003225,0.7893761992454529,0.5522792339324951,-0.0242021176964044,0.7902273535728455,0.5904658436775208,-0.0167703460901975,0.818059504032135,0.5471620559692383,-0.0066641778685152,0.8137122988700867,0.5170188546180725,-0.0203510001301765,0.8113213181495667,0.5493871569633484,-0.0153811015188694,0.8119263648986816,0.5784426927566528,-0.007631623186171
A,0.7936761379241943,0.6585980653762817,-3.623638065164414e-07,0.7414778470993042,0.6325628757476807,-0.0148423910140991,0.6930697560310364,0.5932813286781311,-0.0216569919139146,0.6561639308929443,0.559643030166626,-0.0303191728889942,0.6281722187995911,0.5392138361930847,-0.0365804843604564,0.7333982586860657,0.5394507050514221,0.0067166876979172,0.7289450764656067,0.503201425075531,-0.0144994035363197,0.7356356382369995,0.5417927503585815,-0.0308795906603336,0.7431434392929077,0.5795295834541321,-0.0385311320424079,0.7643505930900574,0.5376356840133667,0.0053588785231113,0.7610487937927246,0.5008799433708191,-0.0199313629418611,0.7652994990348816,0.549224853515625,-0.032015785574913,0.7689720392227173,0.589455783367157,-0.0343883782625198,0.7922319173812866,0.5404173731803894,-0.0001553780894028,0.7891577482223511,0.5068761110305786,-0.0245508458465337,0.7893604040145874,0.55218106508255,-0.024241330102086,0.7901045083999634,0.5901944637298584,-0.0167973637580871,0.8181589841842651,0.5471194386482239,-0.0068683153949677,0.8137649297714233,0.5165138840675354,-0.0205979794263839,0.811254620552063,0.548841118812561,-0.0156010976061224,0.8116238117218018,0.5780133605003357,-0.0078276935964822
